,1400.000,109.190,,1400.000,73.315,,1400.000,1.608,,1400.000,0.121,,1400.000,108.957,,1400.000,-26.725,,1400.000,-26.133,,1400.000,-135.682,,1400.000,-135.090,,2800.000,0.090,,,,,710.000,-40.716,,,,,2800.000,0.603,,2800.000,0.100,,,,,710.000,-40.191,,,,,1400.000,-95.207,,1400.000,-95.062
,1320.000,108.526,,1500.000,68.519,,1500.000,0.959,,1500.000,0.066,,1320.000,108.614,,1320.000,-25.182,,1320.000,-25.452,,1500.000,-135.846,,1500.000,-135.138,,3000.000,0.097,,,,,670.000,-40.739,,,,,3000.000,0.419,,3000.000,0.095,,,,,670.000,-40.214,,,,,1500.000,-95.371,,1500.000,-95.110
,1250.000,108.147,,1600.000,64.816,,1600.000,0.543,,1600.000,0.025,,1250.000,108.393,,1250.000,-24.119,,1250.000,-24.144,,1600.000,-135.476,,1600.000,-135.457,,3150.000,0.099,,,,,630.000,-40.776,,,,,3150.000,0.247,,3150.000,0.101,,,,,630.000,-40.236,,,,,1600.000,-95.001,,1600.000,-95.429
,1180.000,108.723,,1700.000,60.123,,1700.000,0.287,,1700.000,0.012,,1180.000,108.685,,1180.000,-23.603,,1180.000,-23.299,,1700.000,-135.398,,1700.000,-135.592,,3350.000,0.099,,,,,600.000,-40.842,,,,,3350.000,0.591,,3350.000,0.099,,,,,600.000,-40.260,,,,,1700.000,-94.923,,1700.000,-95.563
,1120.000,109.097,,1800.000,60.839,,1800.000,0.324,,1800.000,0.016,,1120.000,109.105,,1120.000,-23.284,,1120.000,-22.980,,1800.000,-134.976,,1800.000,-135.391,,3550.000,0.105,,,,,560.000,-40.914,,,,,3550.000,1.289,,3550.000,0.101,,,,,560.000,-40.281,,,,,1800.000,-94.501,,1800.000,-95.363
,1060.000,109.470,,1900.000,52.353,,1900.000,0.121,,1900.000,0.008,,1060.000,109.432,,1060.000,-23.250,,1060.000,-22.927,,1900.000,-135.064,,1900.000,-135.572,,3750.000,0.087,,,,,530.000,-40.969,,,,,3750.000,1.125,,3750.000,0.095,,,,,530.000,-40.314,,,,,1900.000,-94.589,,1900.000,-95.544
,1000.000,109.669,,2000.000,49.188,,2000.000,0.072,,2000.000,0.005,,1000.000,109.589,,1000.000,-23.440,,1000.000,-23.094,,2000.000,-134.951,,2000.000,-135.547,,4000.000,0.118,,,,,500.000,-40.990,,,,,4000.000,1.014,,4000.000,0.134,,,,,500.000,-40.331,,,,,2000.000,-94.476,,2000.000,-95.519
,950.000,109.544,,2120.000,48.851,,2120.000,0.046,,,,,950.000,109.480,,950.000,-23.847,,950.000,-23.477,,2120.000,-133.588,,2120.000,-134.239,,4250.000,0.114,,,,,475.000,-40.983,,,,,4250.000,1.275,,4250.000,0.124,,,,,475.000,-40.288,,,,,2120.000,-93.113,,2120.000,-94.211
,900.000,109.144,,2240.000,41.321,,2240.000,0.016,,,,,900.000,109.123,,900.000,-24.431,,900.000,-24.018,,2240.000,-132.156,,2240.000,-132.444,,4500.000,0.104,,,,,450.000,-40.979,,,,,4500.000,1.209,,4500.000,0.113,,,,,450.000,-40.230,,,,,2240.000,-91.681,,2240.000,-92.415
,850.000,108.612,,2360.000,55.643,,2360.000,0.075,,,,,850.000,108.611,,850.000,-25.131,,850.000,-24.581,,2360.000,-130.536,,2360.000,-130.127,,4750.000,0.107,,,,,425.000,-40.974,,,,,4750.000,0.960,,4750.000,0.107,,,,,425.000,-40.194,,,,,2360.000,-90.061,,2360.000,-90.099
,800.000,108.000,,2500.000,61.919,,2500.000,0.180,,,,,800.000,108.022,,800.000,-25.813,,800.000,-25.221,,2500.000,-129.890,,2500.000,-128.734,,5000.000,0.085,,,,,400.000,-41.008,,,,,5000.000,0.796,,5000.000,0.077,,,,,400.000,-40.215,,,,,2500.000,-89.415,,2500.000,-88.705
,750.000,107.390,,2650.000,50.890,,2650.000,0.049,,,,,750.000,107.601,,750.000,-26.114,,750.000,-26.452,,2650.000,-132.593,,2650.000,-130.552,,5300.000,0.090,,,,,375.000,-41.072,,,,,5300.000,0.760,,5300.000,0.112,,,,,375.000,-40.249,,,,,2650.000,-92.118,,2650.000,-90.524
,710.000,107.594,,2800.000,42.677,,2800.000,0.016,,,,,710.000,107.298,,710.000,-26.094,,710.000,-27.965,,2800.000,-139.394,,2800.000,-135.989,,5600.000,0.116,,,,,355.000,-41.047,,,,,5600.000,0.986,,5600.000,0.143,,,,,355.000,-40.187,,,,,2800.000,-98.919,,2800.000,-95.961
,670.000,106.525,,3000.000,56.932,,3000.000,0.103,,,,,670.000,106.826,,670.000,-26.704,,670.000,-28.751,,3000.000,-146.552,,3000.000,-145.266,,6000.000,0.102,,,,,335.000,-41.078,,,,,6000.000,0.894,,6000.000,0.118,,,,,335.000,-40.180,,,,,3000.000,-106.077,,3000.000,-105.237
,630.000,106.559,,3150.000,50.362,,3150.000,0.059,,,,,630.000,107.003,,630.000,-28.471,,630.000,-29.274,,3150.000,-144.143,,3150.000,-158.475,,6300.000,0.223,,,,,315.000,-41.272,,,,,6300.000,0.517,,6300.000,0.239,,,,,315.000,-40.300,,,,,3150.000,-103.668,,3150.000,-118.446
,600.000,108.137,,3350.000,53.425,,3350.000,0.102,,,,,600.000,107.473,,600.000,-30.031,,600.000,-29.347,,3350.000,-143.177,,3350.000,-146.533,,6700.000,0.138,,,,,300.000,-41.363,,,,,6700.000,1.155,,6700.000,0.082,,,,,300.000,-40.281,,,,,3350.000,-102.702,,3350.000,-106.505
,560.000,106.817,,3550.000,50.438,,3550.000,0.087,,,,,560.000,107.103,,560.000,-29.783,,560.000,-29.218,,3550.000,-138.598,,3550.000,-139.763,,7100.000,0.113,,,,,280.000,-41.276,,,,,7100.000,2.235,,7100.000,0.106,,,,,280.000,-40.085,,,,,3550.000,-98.123,,3550.000,-99.734
,530.000,106.442,,3750.000,48.653,,3750.000,0.091,,,,,530.000,106.463,,530.000,-29.468,,530.000,-29.438,,3750.000,-132.798,,3750.000,-135.306,,7500.000,0.097,,,,,265.000,-41.203,,,,,7500.000,1.459,,7500.000,0.127,,,,,265.000,-39.935,,,,,3750.000,-92.323,,3750.000,-95.278
,500.000,106.124,,4000.000,46.360,,4000.000,0.248,,,,,500.000,106.136,,500.000,-29.635,,500.000,-29.694,,4000.000,-128.578,,4000.000,-131.367,,8000.000,0.093,,,,,250.000,-41.250,,,,,8000.000,0.101,,8000.000,0.106,,,,,250.000,-39.935,,,,,4000.000,-88.103,,4000.000,-91.339
,475.000,105.834,,4250.000,48.028,,4250.000,0.175,,,,,475.000,105.837,,475.000,-29.849,,475.000,-29.960,,4250.000,-132.199,,4250.000,-134.010,,8500.000,0.074,,,,,236.000,-41.413,,,,,8500.000,0.374,,8500.000,0.115,,,,,236.000,-40.037,,,,,4250.000,-91.724,,4250.000,-93.981
,450.000,105.536,,4500.000,51.519,,4500.000,0.144,,,,,450.000,105.527,,450.000,-30.096,,450.000,-30.237,,4500.000,-141.608,,4500.000,-142.023,,9000.000,0.149,,,,,224.000,-41.621,,,,,9000.000,1.129,,9000.000,0.098,,,,,224.000,-40.160,,,,,4500.000,-101.133,,4500.000,-101.995
,425.000,105.177,,4750.000,55.281,,4750.000,0.376,,,,,425.000,105.163,,425.000,-30.411,,425.000,-30.565,,4750.000,-139.162,,4750.000,-139.434,,9500.000,0.077,,,,,212.000,-41.767,,,,,9500.000,1.348,,9500.000,0.128,,,,,212.000,-40.323,,,,,4750.000,-98.687,,4750.000,-99.406
,400.000,104.725,,5000.000,53.050,,5000.000,0.526,,,,,400.000,104.697,,400.000,-30.884,,400.000,-31.040,,5000.000,-130.264,,5000.000,-129.273,,10000.000,0.031,,,,,200.000,-41.750,,,,,10000.000,1.313,,10000.000,0.082,,,,,200.000,-40.545,,,,,5000.000,-89.789,,5000.000,-89.244
,375.000,104.093,,5300.000,56.151,,5300.000,0.572,,,,,375.000,104.131,,375.000,-31.498,,375.000,-31.661,,5300.000,-126.141,,5300.000,-124.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.000,-85.666,,5300.000,-84.591
,355.000,103.528,,5600.000,47.199,,5600.000,0.547,,,,,355.000,103.538,,355.000,-32.089,,355.000,-32.279,,5600.000,-125.603,,5600.000,-123.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.000,-85.128,,5600.000,-83.381
,335.000,102.922,,6000.000,53.727,,6000.000,0.518,,,,,335.000,102.904,,335.000,-32.694,,335.000,-32.941,,6000.000,-129.312,,6000.000,-125.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.000,-88.837,,6000.000,-85.871
,315.000,102.135,,6300.000,43.169,,6300.000,0.433,,,,,315.000,102.176,,315.000,-33.449,,315.000,-33.777,,6300.000,-136.979,,6300.000,-132.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.000,-96.504,,6300.000,-92.303
